Index,Location
41997,N 59° E 55° S 33° W 43°
41998,N 48° E 13° S 47° W 39°
41999,N 22° E 21° S 36° W 37°
42000,N 49° E 21° S 29° W 35°
42001,N 32° E 49° S 29° W 13°
42002,N 21° E 31° S 59° W 29°
42003,N 11° E 66° S 32° W 69°
42004,N 10° E 47° S 43° W 27°
42005,N 58° E 26° S 38° W 3°
42006,N 17° E 58° S 40° W 89°
42007,N 54° E 71° S 60° W 33°
42008,N 18° E 73° S 86° W 48°
42009,N 37° E 2° S 64° W 65°
42010,N 76° E 22° S 53° W 13°
42011,N 30° E 69° S 47° W 28°
42012,N 1° E 8° S 52° W 20°
42013,N 11° E 78° S 48° W 0°
42014,N 43° E 21° S 14° W 85°
42015,N 84° E 81° S 74° W 17°
42016,N 48° E 61° S 29° W 18°
42017,N 3° E 47° S 17° W 49°
42018,N 22° E 89° S 5° W 77°
42019,N 68° E 12° S 3° W 16°
42020,N 83° E 26° S 62° W 48°
42021,N 59° E 13° S 88° W 83°
42022,N 35° E 82° S 54° W 16°
42023,N 28° E 29° S 13° W 83°
42024,N 62° E 24° S 48° W 18°
42025,N 74° E 69° S 66° W 18°
42026,N 9° E 29° S 53° W 25°
42027,N 53° E 46° S 33° W 59°
42028,N 82° E 12° S 12° W 44°
42029,N 89° E 86° S 56° W 39°
42030,N 35° E 65° S 49° W 1°
42031,N 3° E 60° S 7° W 7°
42032,N 77° E 45° S 7° W 67°
42033,N 36° E 52° S 43° W 4°
42034,N 27° E 72° S 53° W 74°
42035,N 8° E 17° S 16° W 4°
42036,N 12° E 86° S 78° W 78°
42037,N 58° E 27° S 48° W 24°
42038,N 29° E 68° S 6° W 64°
42039,N 51° E 88° S 68° W 71°
42040,N 60° E 3° S 82° W 70°
42041,N 85° E 4° S 48° W 81°
42042,N 71° E 38° S 41° W 52°
42043,N 75° E 42° S 6° W 79°
42044,N 50° E 11° S 46° W 60°
42045,N 31° E 60° S 47° W 71°
42046,N 57° E 40° S 53° W 46°
42047,N 76° E 30° S 76° W 22°
42048,N 23° E 10° S 85° W 15°
42049,N 75° E 63° S 7° W 74°
42050,N 88° E 18° S 6° W 83°
42051,N 50° E 87° S 57° W 81°
42052,N 42° E 56° S 61° W 0°
42053,N 59° E 37° S 66° W 14°
42054,N 65° E 57° S 61° W 8°
42055,N 5° E 10° S 36° W 70°
42056,N 12° E 10° S 55° W 46°
42057,N 22° E 32° S 2° W 31°
42058,N 48° E 77° S 8° W 85°
42059,N 56° E 16° S 78° W 60°
42060,N 25° E 33° S 0° W 86°
42061,N 4° E 55° S 63° W 41°
42062,N 2° E 19° S 20° W 63°
42063,N 46° E 40° S 88° W 63°
42064,N 43° E 26° S 46° W 22°
42065,N 4° E 86° S 3° W 40°
42066,N 5° E 24° S 45° W 41°
42067,N 29° E 34° S 15° W 67°
42068,N 88° E 83° S 15° W 15°
42069,N 33° E 79° S 10° W 88°
42070,N 52° E 9° S 81° W 23°
42071,N 20° E 32° S 70° W 81°
42072,N 67° E 48° S 72° W 1°
42073,N 57° E 74° S 22° W 83°
42074,N 23° E 56° S 9° W 27°
42075,N 54° E 20° S 22° W 10°
42076,N 0° E 57° S 40° W 52°
42077,N 17° E 74° S 31° W 23°
42078,N 23° E 61° S 60° W 36°
42079,N 24° E 52° S 82° W 65°
42080,N 12° E 35° S 44° W 15°
42081,N 32° E 88° S 19° W 16°
42082,N 28° E 77° S 2° W 28°
42083,N 38° E 54° S 77° W 51°
42084,N 53° E 5° S 19° W 23°
42085,N 46° E 23° S 50° W 86°
42086,N 69° E 12° S 56° W 55°
42087,N 76° E 15° S 43° W 86°
42088,N 41° E 49° S 18° W 36°
42089,N 53° E 31° S 83° W 86°
42090,N 72° E 52° S 25° W 31°
42091,N 47° E 73° S 62° W 30°
42092,N 45° E 28° S 55° W 61°
42093,N 70° E 15° S 43° W 61°
42094,N 35° E 61° S 52° W 22°
42095,N 2° E 63° S 9° W 75°
42096,N 67° E 85° S 82° W 58°
42097,N 26° E 65° S 0° W 32°
42098,N 14° E 4° S 49° W 53°
42099,N 34° E 22° S 61° W 23°
42100,N 15° E 15° S 41° W 55°
42101,N 41° E 70° S 5° W 69°
42102,N 21° E 32° S 59° W 88°
42103,N 73° E 9° S 4° W 1°
42104,N 26° E 62° S 36° W 25°
42105,N 70° E 20° S 9° W 88°
42106,N 56° E 68° S 3° W 31°
42107,N 11° E 43° S 58° W 21°
42108,N 31° E 7° S 33° W 35°
42109,N 39° E 75° S 79° W 62°
42110,N 80° E 60° S 57° W 89°
42111,N 69° E 58° S 23° W 59°
42112,N 13° E 14° S 29° W 30°
42113,N 46° E 85° S 50° W 52°
42114,N 81° E 64° S 5° W 41°
42115,N 5° E 32° S 15° W 70°
42116,N 4° E 50° S 45° W 13°
42117,N 42° E 3° S 35° W 86°
42118,N 89° E 84° S 6° W 62°
42119,N 80° E 67° S 18° W 21°
42120,N 75° E 85° S 67° W 5°
42121,N 82° E 27° S 39° W 50°
42122,N 10° E 25° S 8° W 76°
42123,N 57° E 59° S 32° W 52°
42124,N 5° E 89° S 50° W 1°
42125,N 19° E 15° S 65° W 51°
42126,N 32° E 74° S 58° W 77°
42127,N 61° E 27° S 24° W 25°
42128,N 40° E 10° S 33° W 14°
42129,N 24° E 60° S 3° W 59°
42130,N 87° E 5° S 32° W 27°
42131,N 67° E 49° S 23° W 54°
42132,N 5° E 31° S 7° W 0°
42133,N 69° E 34° S 63° W 71°
42134,N 59° E 24° S 22° W 59°
42135,N 34° E 27° S 5° W 8°
42136,N 14° E 35° S 64° W 53°
42137,N 22° E 62° S 38° W 32°
42138,N 37° E 42° S 6° W 26°
42139,N 51° E 52° S 64° W 50°
42140,N 78° E 61° S 85° W 79°
42141,N 69° E 33° S 47° W 29°
42142,N 68° E 57° S 13° W 7°
42143,N 57° E 19° S 2° W 18°
42144,N 41° E 57° S 89° W 69°
42145,N 66° E 20° S 84° W 59°
42146,N 63° E 70° S 3° W 71°
42147,N 38° E 63° S 5° W 4°
42148,N 6° E 70° S 68° W 85°
42149,N 2° E 26° S 32° W 15°
42150,N 84° E 6° S 62° W 88°
42151,N 17° E 13° S 17° W 70°
42152,N 42° E 45° S 71° W 6°
42153,N 35° E 79° S 85° W 81°
42154,N 55° E 0° S 6° W 61°
42155,N 8° E 21° S 86° W 31°
42156,N 18° E 69° S 22° W 69°
42157,N 38° E 1° S 9° W 33°
42158,N 57° E 35° S 64° W 12°
42159,N 49° E 0° S 79° W 30°
42160,N 17° E 58° S 13° W 82°
42161,N 68° E 51° S 73° W 59°
42162,N 61° E 69° S 21° W 66°
42163,N 28° E 18° S 42° W 39°
42164,N 31° E 8° S 21° W 32°
42165,N 74° E 80° S 7° W 70°
42166,N 38° E 79° S 80° W 74°
42167,N 57° E 3° S 47° W 84°
42168,N 24° E 14° S 15° W 6°
42169,N 73° E 55° S 16° W 61°
42170,N 33° E 11° S 34° W 11°
42171,N 63° E 62° S 25° W 67°
42172,N 12° E 37° S 35° W 21°
42173,N 65° E 18° S 85° W 25°
42174,N 78° E 66° S 71° W 25°
42175,N 74° E 20° S 46° W 51°
42176,N 22° E 54° S 13° W 40°
42177,N 74° E 17° S 47° W 39°
42178,N 27° E 66° S 46° W 80°
42179,N 64° E 86° S 80° W 29°
42180,N 5° E 40° S 41° W 8°
42181,N 10° E 33° S 86° W 27°
42182,N 80° E 60° S 26° W 51°
42183,N 7° E 41° S 67° W 1°
42184,N 42° E 85° S 85° W 84°
42185,N 9° E 10° S 88° W 65°
42186,N 71° E 49° S 3° W 70°
42187,N 87° E 43° S 41° W 55°
42188,N 57° E 82° S 62° W 87°
42189,N 31° E 37° S 60° W 88°
42190,N 24° E 85° S 72° W 8°
42191,N 27° E 2° S 55° W 7°
42192,N 69° E 68° S 74° W 88°
42193,N 72° E 63° S 48° W 48°
42194,N 42° E 51° S 13° W 69°
42195,N 15° E 46° S 11° W 20°
42196,N 62° E 57° S 52° W 45°
42197,N 27° E 61° S 12° W 19°
42198,N 65° E 81° S 0° W 79°
42199,N 57° E 73° S 29° W 34°
42200,N 57° E 37° S 41° W 75°
42201,N 75° E 77° S 56° W 27°
42202,N 63° E 34° S 36° W 81°
42203,N 67° E 69° S 15° W 58°
42204,N 45° E 5° S 70° W 50°
42205,N 59° E 88° S 10° W 71°
42206,N 39° E 82° S 29° W 60°
42207,N 50° E 67° S 61° W 54°
42208,N 75° E 71° S 42° W 21°
42209,N 16° E 25° S 14° W 37°
42210,N 8° E 17° S 36° W 26°
42211,N 17° E 83° S 13° W 16°
42212,N 7° E 1° S 37° W 60°
42213,N 1° E 20° S 39° W 86°
42214,N 67° E 86° S 71° W 53°
42215,N 4° E 12° S 27° W 80°
42216,N 32° E 20° S 31° W 19°
42217,N 63° E 82° S 56° W 7°
42218,N 76° E 71° S 10° W 71°
42219,N 22° E 76° S 12° W 43°
42220,N 75° E 86° S 2° W 13°
42221,N 46° E 89° S 33° W 34°
42222,N 73° E 79° S 76° W 19°
42223,N 9° E 52° S 59° W 32°
42224,N 85° E 2° S 1° W 87°
42225,N 58° E 89° S 36° W 14°
42226,N 22° E 69° S 54° W 77°
42227,N 31° E 86° S 73° W 81°
42228,N 43° E 76° S 47° W 0°
42229,N 82° E 10° S 89° W 10°
42230,N 75° E 20° S 25° W 62°
42231,N 68° E 36° S 67° W 0°
42232,N 24° E 25° S 19° W 4°
42233,N 74° E 54° S 1° W 66°
42234,N 12° E 84° S 4° W 39°
42235,N 76° E 29° S 39° W 48°
42236,N 27° E 72° S 74° W 63°
42237,N 28° E 26° S 39° W 3°
42238,N 6° E 16° S 5° W 50°
42239,N 26° E 25° S 39° W 61°
42240,N 21° E 83° S 43° W 16°
42241,N 53° E 2° S 83° W 53°
42242,N 37° E 34° S 14° W 34°
42243,N 71° E 69° S 82° W 59°
42244,N 9° E 23° S 81° W 64°
42245,N 81° E 77° S 21° W 73°
42246,N 26° E 69° S 37° W 42°
42247,N 74° E 23° S 78° W 37°
42248,N 80° E 33° S 3° W 70°
42249,N 74° E 22° S 29° W 5°
42250,N 48° E 77° S 17° W 53°
42251,N 33° E 14° S 66° W 73°
42252,N 41° E 46° S 54° W 68°
42253,N 44° E 0° S 54° W 63°
42254,N 0° E 78° S 4° W 80°
42255,N 8° E 49° S 41° W 60°
42256,N 56° E 10° S 31° W 50°
42257,N 34° E 70° S 40° W 5°
42258,N 77° E 26° S 84° W 49°
42259,N 38° E 77° S 0° W 44°
42260,N 57° E 22° S 23° W 57°
42261,N 52° E 73° S 63° W 4°
42262,N 65° E 50° S 50° W 60°
42263,N 3° E 4° S 24° W 14°
42264,N 51° E 37° S 9° W 63°
42265,N 61° E 16° S 80° W 16°
42266,N 82° E 73° S 27° W 22°
42267,N 8° E 33° S 33° W 59°
42268,N 79° E 48° S 53° W 51°
42269,N 45° E 4° S 58° W 81°
42270,N 81° E 79° S 31° W 17°
42271,N 18° E 40° S 13° W 43°
42272,N 62° E 25° S 55° W 85°
42273,N 27° E 22° S 58° W 8°
42274,N 79° E 42° S 37° W 7°
42275,N 9° E 56° S 17° W 33°
42276,N 0° E 56° S 85° W 3°
42277,N 44° E 73° S 35° W 56°
42278,N 62° E 27° S 81° W 0°
42279,N 61° E 23° S 68° W 22°
42280,N 27° E 43° S 65° W 78°
42281,N 39° E 81° S 72° W 16°
42282,N 55° E 50° S 26° W 45°
42283,N 52° E 71° S 55° W 46°
42284,N 82° E 39° S 5° W 70°
42285,N 43° E 20° S 74° W 83°
42286,N 49° E 36° S 15° W 80°
42287,N 47° E 9° S 35° W 58°
42288,N 18° E 77° S 44° W 1°
42289,N 79° E 19° S 50° W 34°
42290,N 26° E 39° S 88° W 84°
42291,N 81° E 21° S 1° W 24°
42292,N 32° E 79° S 21° W 5°
42293,N 27° E 25° S 70° W 31°
42294,N 31° E 53° S 53° W 48°
42295,N 51° E 79° S 73° W 12°
42296,N 30° E 13° S 62° W 41°
42297,N 33° E 79° S 64° W 14°
42298,N 10° E 48° S 36° W 27°
42299,N 46° E 46° S 71° W 20°
42300,N 60° E 55° S 52° W 19°
42301,N 66° E 50° S 81° W 77°
42302,N 58° E 71° S 76° W 74°
42303,N 36° E 58° S 75° W 1°
42304,N 72° E 23° S 46° W 65°
42305,N 11° E 89° S 17° W 63°
42306,N 24° E 72° S 3° W 34°
42307,N 67° E 14° S 50° W 0°
42308,N 51° E 55° S 11° W 36°
42309,N 43° E 44° S 50° W 18°
42310,N 5° E 38° S 33° W 53°
42311,N 8° E 38° S 68° W 61°
42312,N 57° E 6° S 3° W 22°
42313,N 57° E 15° S 15° W 10°
42314,N 4° E 30° S 56° W 29°
42315,N 28° E 65° S 15° W 35°
42316,N 2° E 13° S 76° W 66°
42317,N 2° E 9° S 24° W 69°
42318,N 42° E 55° S 28° W 52°
42319,N 73° E 5° S 71° W 46°
42320,N 28° E 17° S 12° W 53°
42321,N 41° E 72° S 65° W 62°
42322,N 29° E 84° S 25° W 64°
42323,N 54° E 34° S 21° W 14°
42324,N 38° E 31° S 22° W 79°
42325,N 73° E 69° S 48° W 17°
42326,N 43° E 28° S 0° W 40°
42327,N 55° E 83° S 59° W 10°
42328,N 43° E 49° S 89° W 63°
42329,N 16° E 20° S 25° W 20°
42330,N 7° E 4° S 19° W 76°
42331,N 5° E 42° S 83° W 4°
42332,N 4° E 31° S 4° W 69°
42333,N 0° E 17° S 65° W 78°
42334,N 83° E 69° S 79° W 35°
42335,N 46° E 46° S 75° W 1°
42336,N 45° E 31° S 42° W 70°
42337,N 3° E 38° S 58° W 31°
42338,N 84° E 36° S 62° W 46°
42339,N 79° E 31° S 45° W 0°
42340,N 4° E 28° S 11° W 75°
42341,N 54° E 42° S 88° W 21°
42342,N 33° E 83° S 22° W 51°
42343,N 0° E 57° S 21° W 5°
42344,N 80° E 17° S 59° W 58°
42345,N 82° E 52° S 39° W 87°
42346,N 41° E 35° S 23° W 41°
42347,N 1° E 20° S 9° W 15°
42348,N 75° E 54° S 2° W 4°
42349,N 17° E 55° S 63° W 84°
42350,N 81° E 45° S 83° W 66°
42351,N 79° E 52° S 6° W 4°
42352,N 78° E 51° S 41° W 63°
42353,N 62° E 61° S 70° W 45°
42354,N 45° E 17° S 87° W 11°
42355,N 63° E 29° S 20° W 3°
42356,N 23° E 55° S 77° W 67°
42357,N 73° E 39° S 3° W 0°
42358,N 13° E 7° S 40° W 85°
42359,N 17° E 78° S 36° W 67°
42360,N 78° E 32° S 26° W 89°
42361,N 38° E 23° S 11° W 38°
42362,N 21° E 16° S 20° W 41°
42363,N 0° E 17° S 55° W 62°
42364,N 48° E 30° S 12° W 63°
42365,N 50° E 69° S 32° W 73°
42366,N 28° E 73° S 87° W 69°
42367,N 48° E 88° S 48° W 32°
42368,N 28° E 25° S 21° W 13°
42369,N 70° E 60° S 24° W 32°
42370,N 26° E 72° S 36° W 61°
42371,N 0° E 56° S 0° W 49°
42372,N 2° E 5° S 42° W 36°
42373,N 6° E 52° S 31° W 61°
42374,N 6° E 51° S 54° W 70°
42375,N 56° E 5° S 33° W 43°
42376,N 56° E 4° S 10° W 38°
42377,N 75° E 9° S 14° W 77°
42378,N 46° E 47° S 65° W 23°
42379,N 39° E 22° S 6° W 85°
42380,N 89° E 63° S 29° W 7°
42381,N 59° E 60° S 34° W 48°
42382,N 31° E 44° S 86° W 42°
42383,N 40° E 72° S 45° W 51°
42384,N 33° E 3° S 58° W 38°
42385,N 67° E 17° S 25° W 58°
42386,N 54° E 15° S 49° W 86°
42387,N 60° E 22° S 36° W 89°
42388,N 24° E 85° S 21° W 11°
42389,N 0° E 7° S 84° W 87°
42390,N 24° E 6° S 40° W 60°
42391,N 9° E 3° S 1° W 67°
42392,N 14° E 89° S 11° W 68°
42393,N 33° E 87° S 87° W 80°
42394,N 3° E 78° S 26° W 2°
42395,N 31° E 18° S 6° W 85°
42396,N 37° E 11° S 22° W 48°
42397,N 44° E 86° S 86° W 20°
42398,N 11° E 81° S 23° W 32°
42399,N 39° E 15° S 9° W 66°
42400,N 25° E 80° S 69° W 7°
42401,N 32° E 9° S 57° W 71°
42402,N 81° E 4° S 23° W 86°
42403,N 56° E 38° S 39° W 60°
42404,N 19° E 84° S 51° W 15°
42405,N 18° E 4° S 77° W 81°
42406,N 60° E 32° S 50° W 84°
42407,N 20° E 87° S 6° W 52°
42408,N 3° E 74° S 8° W 57°
42409,N 22° E 63° S 45° W 62°
42410,N 75° E 18° S 85° W 24°
42411,N 89° E 59° S 66° W 72°
42412,N 20° E 70° S 2° W 4°
42413,N 35° E 59° S 26° W 12°
42414,N 75° E 87° S 13° W 81°
42415,N 22° E 48° S 88° W 40°
42416,N 22° E 0° S 86° W 47°
42417,N 82° E 21° S 20° W 38°
42418,N 65° E 81° S 75° W 27°
42419,N 35° E 1° S 86° W 60°
42420,N 71° E 82° S 9° W 77°
42421,N 9° E 11° S 54° W 38°
42422,N 63° E 2° S 8° W 46°
42423,N 70° E 27° S 82° W 79°
42424,N 76° E 23° S 8° W 79°
42425,N 71° E 1° S 16° W 54°
42426,N 5° E 61° S 24° W 31°
42427,N 87° E 82° S 71° W 20°
42428,N 20° E 13° S 83° W 0°
42429,N 0° E 20° S 89° W 47°
42430,N 58° E 64° S 43° W 63°
42431,N 11° E 29° S 84° W 27°
42432,N 53° E 3° S 88° W 64°
42433,N 57° E 24° S 36° W 66°
42434,N 46° E 78° S 45° W 73°
42435,N 11° E 65° S 57° W 44°
42436,N 20° E 13° S 64° W 72°
42437,N 74° E 34° S 19° W 58°
42438,N 28° E 21° S 37° W 78°
42439,N 21° E 6° S 49° W 49°
42440,N 65° E 75° S 83° W 75°
42441,N 45° E 19° S 51° W 16°
42442,N 49° E 56° S 5° W 36°
42443,N 87° E 40° S 45° W 35°
42444,N 87° E 26° S 11° W 30°
42445,N 34° E 9° S 82° W 54°
42446,N 8° E 35° S 10° W 74°
42447,N 68° E 10° S 88° W 48°
42448,N 68° E 60° S 29° W 45°
42449,N 52° E 10° S 88° W 17°
42450,N 49° E 52° S 75° W 39°
42451,N 35° E 74° S 5° W 65°
42452,N 14° E 48° S 60° W 1°
42453,N 84° E 74° S 10° W 69°
42454,N 84° E 76° S 69° W 18°
42455,N 50° E 16° S 56° W 45°
42456,N 53° E 80° S 35° W 88°
42457,N 68° E 76° S 55° W 14°
42458,N 32° E 32° S 88° W 32°
42459,N 38° E 55° S 36° W 77°
42460,N 47° E 72° S 36° W 42°
42461,N 49° E 22° S 12° W 40°
42462,N 30° E 33° S 89° W 82°
42463,N 76° E 63° S 2° W 54°
42464,N 10° E 61° S 43° W 2°
42465,N 48° E 49° S 71° W 28°
42466,N 40° E 16° S 27° W 1°
42467,N 64° E 40° S 47° W 72°
42468,N 70° E 6° S 25° W 1°
42469,N 49° E 51° S 70° W 59°
42470,N 53° E 40° S 58° W 33°
42471,N 27° E 54° S 21° W 3°
42472,N 70° E 64° S 32° W 89°
42473,N 43° E 10° S 17° W 21°
42474,N 25° E 87° S 19° W 14°
42475,N 69° E 61° S 53° W 19°
42476,N 31° E 32° S 27° W 48°
42477,N 16° E 68° S 49° W 29°
42478,N 40° E 73° S 42° W 3°
42479,N 13° E 21° S 62° W 4°
42480,N 81° E 53° S 41° W 65°
42481,N 24° E 89° S 3° W 55°
42482,N 18° E 28° S 41° W 11°
42483,N 55° E 10° S 6° W 87°
42484,N 78° E 51° S 74° W 75°
42485,N 35° E 4° S 41° W 59°
42486,N 45° E 8° S 77° W 76°
42487,N 29° E 8° S 19° W 16°
42488,N 26° E 69° S 7° W 57°
42489,N 30° E 44° S 82° W 42°
42490,N 81° E 61° S 22° W 54°
42491,N 59° E 18° S 11° W 6°
42492,N 79° E 83° S 49° W 41°
42493,N 26° E 42° S 49° W 59°
42494,N 20° E 75° S 53° W 10°
42495,N 12° E 19° S 59° W 48°
42496,N 75° E 22° S 39° W 4°
42497,N 16° E 6° S 70° W 71°
42498,N 7° E 14° S 62° W 74°
42499,N 32° E 47° S 31° W 10°
42500,N 58° E 18° S 53° W 5°
42501,N 24° E 19° S 86° W 54°
42502,N 73° E 12° S 48° W 46°
42503,N 89° E 13° S 8° W 66°
42504,N 65° E 0° S 76° W 86°
42505,N 42° E 37° S 60° W 28°
42506,N 88° E 45° S 6° W 2°
42507,N 77° E 49° S 13° W 75°
42508,N 46° E 82° S 44° W 35°
42509,N 83° E 68° S 58° W 80°
42510,N 56° E 63° S 29° W 88°
42511,N 60° E 59° S 77° W 81°
42512,N 6° E 29° S 36° W 49°
42513,N 88° E 87° S 22° W 48°
42514,N 30° E 56° S 42° W 47°
42515,N 35° E 51° S 57° W 66°
42516,N 58° E 62° S 15° W 22°
42517,N 50° E 65° S 86° W 70°
42518,N 39° E 19° S 8° W 15°
42519,N 32° E 38° S 28° W 34°
42520,N 23° E 43° S 29° W 85°
42521,N 42° E 20° S 10° W 46°
42522,N 31° E 45° S 7° W 27°
42523,N 76° E 54° S 52° W 29°
42524,N 34° E 57° S 20° W 25°
42525,N 83° E 8° S 20° W 85°
42526,N 10° E 65° S 33° W 71°
42527,N 63° E 81° S 8° W 67°
42528,N 6° E 56° S 21° W 28°
42529,N 74° E 28° S 18° W 46°
42530,N 78° E 11° S 10° W 49°
42531,N 40° E 45° S 59° W 50°
42532,N 67° E 89° S 15° W 42°
42533,N 56° E 66° S 44° W 0°
42534,N 6° E 45° S 78° W 39°
42535,N 0° E 26° S 10° W 60°
42536,N 47° E 64° S 0° W 15°
42537,N 39° E 33° S 38° W 57°
42538,N 5° E 3° S 24° W 31°
42539,N 40° E 19° S 20° W 84°
42540,N 2° E 57° S 14° W 25°
42541,N 39° E 29° S 20° W 27°
42542,N 74° E 43° S 29° W 14°
42543,N 65° E 81° S 30° W 62°
42544,N 66° E 58° S 83° W 50°
42545,N 81° E 89° S 87° W 77°
42546,N 81° E 51° S 13° W 8°
42547,N 84° E 20° S 57° W 43°
42548,N 73° E 8° S 1° W 43°
42549,N 34° E 86° S 43° W 17°
42550,N 57° E 38° S 25° W 35°
42551,N 55° E 43° S 60° W 86°
42552,N 64° E 85° S 18° W 46°
42553,N 13° E 38° S 18° W 27°
42554,N 80° E 36° S 51° W 12°
42555,N 88° E 37° S 45° W 78°
42556,N 16° E 47° S 50° W 25°
42557,N 79° E 26° S 89° W 1°
42558,N 14° E 24° S 42° W 22°
42559,N 59° E 66° S 25° W 12°
42560,N 69° E 3° S 40° W 49°
42561,N 68° E 49° S 14° W 57°
42562,N 89° E 62° S 1° W 78°
42563,N 78° E 58° S 73° W 28°
42564,N 33° E 26° S 54° W 32°
42565,N 81° E 65° S 5° W 49°
42566,N 35° E 3° S 36° W 85°
42567,N 3° E 16° S 72° W 77°
42568,N 76° E 42° S 36° W 56°
42569,N 10° E 43° S 14° W 32°
42570,N 80° E 72° S 50° W 66°
42571,N 68° E 64° S 72° W 89°
42572,N 3° E 51° S 66° W 84°
42573,N 87° E 36° S 16° W 12°
42574,N 32° E 89° S 67° W 18°
42575,N 10° E 22° S 8° W 76°
42576,N 24° E 8° S 10° W 46°
42577,N 46° E 79° S 12° W 6°
42578,N 16° E 70° S 29° W 21°
42579,N 23° E 85° S 62° W 62°
42580,N 17° E 51° S 17° W 84°
42581,N 34° E 12° S 49° W 55°
42582,N 10° E 76° S 78° W 89°
42583,N 82° E 48° S 10° W 35°
42584,N 56° E 28° S 53° W 88°
42585,N 49° E 83° S 23° W 52°
42586,N 78° E 17° S 63° W 3°
42587,N 87° E 51° S 18° W 57°
42588,N 14° E 21° S 62° W 89°
42589,N 11° E 16° S 77° W 66°
42590,N 80° E 14° S 25° W 17°
42591,N 4° E 4° S 81° W 57°
42592,N 38° E 64° S 0° W 52°
42593,N 26° E 66° S 46° W 14°
42594,N 87° E 43° S 19° W 76°
42595,N 63° E 27° S 11° W 60°
42596,N 7° E 85° S 54° W 25°
42597,N 18° E 23° S 7° W 83°
42598,N 87° E 9° S 67° W 41°
42599,N 82° E 59° S 24° W 55°
42600,N 0° E 82° S 30° W 23°
42601,N 49° E 52° S 10° W 4°
42602,N 57° E 65° S 67° W 38°
42603,N 10° E 88° S 86° W 63°
42604,N 11° E 16° S 60° W 77°
42605,N 88° E 82° S 80° W 58°
42606,N 7° E 66° S 41° W 84°
42607,N 40° E 63° S 53° W 61°
42608,N 1° E 43° S 29° W 80°
42609,N 18° E 31° S 18° W 30°
42610,N 82° E 23° S 1° W 21°
42611,N 35° E 55° S 15° W 73°
42612,N 69° E 57° S 9° W 87°
42613,N 77° E 74° S 15° W 60°
42614,N 27° E 27° S 68° W 76°
42615,N 22° E 41° S 57° W 62°
42616,N 44° E 65° S 74° W 82°
42617,N 56° E 57° S 76° W 45°
42618,N 12° E 70° S 1° W 64°
42619,N 75° E 79° S 5° W 24°
42620,N 23° E 54° S 79° W 12°
42621,N 3° E 23° S 74° W 76°
42622,N 31° E 38° S 41° W 76°
42623,N 11° E 85° S 88° W 75°
42624,N 25° E 21° S 70° W 41°
42625,N 40° E 58° S 0° W 45°
42626,N 21° E 24° S 4° W 0°
42627,N 57° E 59° S 12° W 15°
42628,N 20° E 25° S 73° W 77°
42629,N 30° E 2° S 75° W 14°
42630,N 24° E 14° S 62° W 74°
42631,N 9° E 12° S 14° W 16°
42632,N 28° E 44° S 47° W 41°
42633,N 68° E 14° S 32° W 86°
42634,N 65° E 9° S 32° W 24°
42635,N 48° E 24° S 76° W 9°
42636,N 20° E 16° S 43° W 44°
42637,N 44° E 40° S 42° W 8°
42638,N 10° E 88° S 41° W 26°
42639,N 66° E 27° S 42° W 0°
42640,N 77° E 56° S 64° W 30°
42641,N 78° E 28° S 29° W 58°
42642,N 21° E 26° S 19° W 35°
42643,N 19° E 18° S 61° W 80°
42644,N 34° E 57° S 30° W 32°
42645,N 23° E 35° S 15° W 3°
42646,N 9° E 63° S 78° W 8°
42647,N 44° E 34° S 6° W 21°
42648,N 61° E 25° S 84° W 86°
42649,N 73° E 59° S 70° W 58°
42650,N 71° E 26° S 65° W 1°
42651,N 49° E 17° S 63° W 4°
42652,N 33° E 10° S 78° W 64°
42653,N 22° E 28° S 85° W 29°
42654,N 78° E 58° S 43° W 83°
42655,N 57° E 57° S 88° W 32°
42656,N 77° E 9° S 27° W 85°
42657,N 86° E 35° S 1° W 47°
42658,N 66° E 41° S 42° W 39°
42659,N 65° E 30° S 78° W 48°
42660,N 26° E 11° S 87° W 73°
42661,N 41° E 11° S 14° W 62°
42662,N 37° E 35° S 66° W 65°
42663,N 67° E 51° S 4° W 18°
42664,N 10° E 26° S 44° W 83°
42665,N 66° E 73° S 89° W 84°
42666,N 56° E 12° S 72° W 5°
42667,N 44° E 1° S 76° W 47°
42668,N 7° E 34° S 57° W 30°
42669,N 75° E 19° S 62° W 55°
42670,N 84° E 25° S 9° W 38°
42671,N 45° E 55° S 50° W 39°
42672,N 6° E 67° S 53° W 24°
42673,N 36° E 30° S 49° W 66°
42674,N 40° E 50° S 47° W 28°
42675,N 85° E 14° S 75° W 50°
42676,N 68° E 80° S 58° W 23°
42677,N 82° E 39° S 10° W 52°
42678,N 38° E 18° S 46° W 17°
42679,N 70° E 69° S 78° W 30°
42680,N 28° E 10° S 18° W 26°
42681,N 18° E 30° S 23° W 38°
42682,N 34° E 7° S 88° W 43°
42683,N 41° E 23° S 29° W 40°
42684,N 8° E 40° S 31° W 64°
42685,N 77° E 55° S 4° W 62°
42686,N 56° E 33° S 52° W 63°
42687,N 40° E 10° S 2° W 50°
42688,N 66° E 44° S 3° W 3°
42689,N 9° E 48° S 26° W 45°
42690,N 39° E 62° S 19° W 0°
42691,N 75° E 58° S 56° W 74°
42692,N 4° E 77° S 10° W 79°
42693,N 75° E 74° S 55° W 15°
42694,N 63° E 57° S 35° W 9°
42695,N 62° E 54° S 16° W 24°
